codeinsee;localisation;typepav;domaine;entourage;naturesol;datemaj;flux;longitude;latitude
35238;Rue Charles Géniaux;Aérien;Public;;;20080226;VE;-1.71046462609768;48.1096115889182
35238;Square Marcel Bouget;Aérien;Public;;;;VE;-1.63044139342393;48.1268094815271
35238;Face au 49  rue de Dinan;Aérien;Public;Sans;Enrobé;;VE;-1.68416624244859;48.1158773236147
35238;Face au 247  avenue du Général Leclerc;Aérien;Public;;;;VE;-1.64272166066108;48.1138605560424
35238;3  place du Banat;Aérien;Public;Haie;Enrobé;20100506;OM;-1.65499235054759;48.0866754326246
35238;Avenue d Irlande (angle allée du Labrador);Aérien;Public;Sans;Enrobé;;OM-MM;-1.68383995432121;48.0878593958817
35238;Face au 43  rue Lavoisier;Aérien;Public;;;;VE;-1.64979066545504;48.1180772657378
35024;Rue de la Motte  D  Ille;Aérien;Public;;;20080310;VE;-1.64076222328482;48.1747141652432
35210;;Enterré;Public;Sans;Métal;20100310;VE;-1.76638821715863;48.155100418748
35275;Déchèterie  (ZA du Gripail  rue de la Perrière);Aérien;Public;;;20100309;JM-VE;-1.81672699049756;48.1562061819364
35278;RUE FRANCOIS MAURIAC  ANGLE RUE DUHAMEL;Aérien;Public;;;20080424;VE;-1.67885352923173;48.1604725882374
35238;Rue Paul Langevin (angle rue Frédéric Mistral);Aérien;Public;Haie;;;OM-MM-VE;-1.65828191327546;48.0923167753823
35047;RUE DES DORELLES;Aérien;Public;;;;VE;-1.73525807942069;48.0301940596359
35238;Boulevard de Bulgarie (angle square de Sofia);Aérien;Public;Haie;Béton;;OM;-1.65912915284993;48.0845356095773
35238;7  square des Cloteaux;Aérien;Privé;Sans;Enrobé;20080108;VE;-1.69575885252995;48.0844600419306
35238;5  avenue des Gayeulles;Aérien;Privé;Sans;Enrobé;;MM;-1.65244649951882;48.1286292217894
35238;Square du Berry;Aérien;Public;Sans;;20080226;VE;-1.70955619620033;48.1179031120657
35238;1  rue du Cardinal Charost;Aérien;Privé;Béton;Béton;20090722;OM;-1.66517010928503;48.1262652224982
35238;Rue Le Guen de Kérangal (face rue d Aiguillon);Aérien;Public;Sans;Enrobé;20080108;VE;-1.68569109747718;48.0924666653834
35238;Rue Moulin du Comte;Aérien;Public;;;20080226;VE;-1.70971515436386;48.108116197679
35266;ALLEE VAUBAN;Aérien;Public;;;20080403;VE;-1.64851062938682;48.017790648009
35238;Rue du Boberil (angle rue d Angleterre);Aérien;Privé;Haie;Terre;;OM-MM;-1.69431791772952;48.0832406127712
35238;10  rue Alphonse Guérin (entrée Vélodrome);Aérien;Public;;;;VE;-1.66353015672772;48.1088488235812
35238;Rue de Louvain (angle rue Nonclerc);Aérien;Public;Sans;Enrobé;;OM-MM;-1.65923933863899;48.1277587657297
35240;PARKING DE LA NOE;Aérien;Public;Sans;Enrobé;;VE;-1.79641874904269;48.0996385685567
35238;267  rue de Fougères;Aérien;Public;;;;VE;-1.65472797761696;48.1260846304292
35066;PARKING RUE DE LA POTERIE ANGLE RUE NATIONALE;Aérien;Public;;;20080328;VE;-1.71164200617654;48.0420162066648
35051;Rue de la Rivière (Bâtiment D);Enterré;Public;Sans;Métal;20100331;OM-MM;-1.6192769096707;48.1129147334183
35238;1  rue de la Volga;Aérien;Public;Béton - Grillage - Haie;Enrobé;20100525;OM-MM-VE;-1.65201317212874;48.0867233170632
35076;RUE DU CHAMP FLEURI  COMPLEXE SPORTIF;Aérien;Public;;;;VE;-1.79358727059119;48.0538056929074
35238;Square du Cormier (angle rue Pierre Lemoine);Aérien;Public;Haie;Terre;;OM-MM;-1.66115597081394;48.0912283764979
35238;;Aérien;Privé;Sans;Enrobé;20100310;OM-MM-VE;-1.63570749048201;48.1228969780727
35238;Rue du Général Nicolet (face rue du chasseur 8);Aérien;Public;Sans;Enrobé;;OM-MM;-1.68034097844147;48.0923732809401
35238;20  avenue des Pays-Bas;Aérien;Public;Sans;Enrobé et gravier;;OM-MM;-1.66116750781529;48.0837728016125
35238;20  square Pierre Merlat;Aérien;Privé;;;;OM-MM;-1.65540226916316;48.1213257799871
35055;Mail Camille Claudel (face allée Jean Cocteau);Enterré;Public;Sans;Métal;20080904;VE;-1.607348098181;48.0848222782357
35238;11  square de Galicie;Aérien;Public;Haie;Béton;;OM-MM-VE;-1.65222684813826;48.0884982903652
35051;au bout impasse de la Croix Noblet (face accès parking sous sol bât E);Aérien;Public;Sans;Gravier;20100503;OM-MM;-1.62526117823873;48.1125383740615
35032;VILLAGE DE LA TOUCHE JUS;Aérien;Public;;;20080311;VE;-1.61245981829547;47.9885137768297
35238;Rue de Bel Air (face Marcel Ponnavoy);Aérien;Public;;;;VE;-1.64719507247708;48.0932163053389
35238;Rue Alexandre Lefas (Parking du centre commercial);Aérien;Public;;;20080107;VE;-1.65795248320298;48.130465887318
35238;square ARMAND DE LA ROUERIE;Aérien;Public;Sans;Enrobé;20100203;VE;-1.66348538349612;48.1290876390909
35047;RUE PIERRE DE COUBERTIN  FACE ECOLE SAINT JOSEPH;Aérien;Public;;;;VE;-1.74494212088333;48.0285241925657
35238;Rue Francisco Ferrer (angle rue Marc Sangnier);Aérien;Privé;Haie;;;OM-MM;-1.6565031026242;48.09349385491
35238;Rue du Louis d Or (angle rue de Dinan);Enterré;Public;Sans;Résine;;VE;-1.68548769583337;48.113112849899
35238;Rue du Docteur Régnault (angle rue de Corbin);Aérien;Public;;;;MM;-1.67554522551797;48.1112655215618
35051;CARRE DE SEVIGNE  BD DEZERSEUL;Aérien;Public;;;20080314;OM-MM-VE;-1.60030303297926;48.1185863873678
35055;Avenue André Bonnin;Aérien;Public;Sans;Terre;20100331;OM-MM;-1.61620079031848;48.0872958838022
35281;BD PIERRE MENDES France  FACE N° 4;Aérien;Public;;;20080425;VE;-1.69094618153938;48.0947112926409
35238;Rue Monsieur Vincent (angle rue Paul Bourget);Aérien;Public;Sans;;;MM;-1.65492429134492;48.0917122897945
35051;PLACE SEVIGNE   ANGLE RUE DE RENNES;Enterré;Public;;;20080325;MM-VE;-1.61007021308244;48.1141871605846
35047;PARKING.RUE CHAMPION DE CICE;Aérien;Public;;;;VE;-1.7509689039003;48.0250542553959
35051;PARKING ECOLE NOTRE DAME  RUE DES LAURIERS;Aérien;Public;;;20080325;VE;-1.61559488616675;48.1215494145719
35238;Square Léon Bourgeois (angle boulevard Léon Bourgeois);Aérien;Privé;Sans;;;OM;-1.65473943980719;48.0989471704618
35238;RUE DE LA VISITATION;Aérien;Public;;;20080523;OM-MM;-1.67864442521835;48.1141595774306
35238;Boulevard Louis Volclair (angle rue Hermer);Aérien;Public;;;20080107;VE;-1.66397294978951;48.0884294868827
35238;8  allée des Asturies;Enterré;Public;Sans;Métal;;OM-MM;-1.67313952574471;48.0855247653534
35055;PARKING C COM PLACE DU GRANIER;Aérien;Public;;;;VE;-1.62146802163873;48.0876322054478
35351;Terrain des Gens du voyage VERS TERRAIN DES SPORTS;Aérien;Public;;;20100628;VE;-1.93899051807186;48.0601702639852
35238;77  boulevard de Verdun;Aérien;Public;Sans;;;VE;-1.68763310362894;48.1202423141873
35039;Le Haut Chemin;Aérien;Public;Sans;Gravier;20080314;VE;-1.51667800324978;48.113703804406
35055;RUE MOZART - EST;Enterré;Public;;;;OM-MM;-1.60861699139455;48.0870390501364
35238;Rue Auguste Pavie (angle rue Camille Saint-Saëns);Aérien;Public;;;20080108;VE;-1.63644280138638;48.1034020276492
35216;PARKING PLACE DE LA MAIRIE;Aérien;Public;;;20080403;VE;-1.83067841454743;48.1920060085656
35210;LA BARRE GUIBOURG ROUTE DE MONTGERMONT;Aérien;Public;;;20080403;VE;-1.74981339284975;48.1359471792257
35238;8  avenue des Pays-Bas;Aérien;Public;Sans;Enrobé et gravier;;OM-MM;-1.66112086069187;48.0859893416289
35238;Déchèterie des Boëdriers (route de Noyal-Châtillon-sur-Seiche);Aérien;Public;Sans;Enrobé;;JM-VE;-1.67087440602857;48.0803079344699
35055;;Enterré;Public;Sans;Métal;20100310;OM-MM;-1.60072784593055;48.085391146341
35240;RUE DES PERRIERES;Aérien;Public;;;;OM-MM-VE;-1.80091872595599;48.0980571133131
35055;RUE EDMOND ROSTAND  ANGLE RUE LOUISE BODIN;Aérien;Public;;;;OM-MM-VE;-1.61101863686254;48.0912888975863
35238;Avenue Georges Smith Patton (Résidence Duguesclin);Aérien;Public;;;20090722;VE;-1.66570020482077;48.1262994590783
35238;20  place Sainte-Anne;Enterré;Public;Sans;Résine;;VE;-1.68005117396967;48.1144606798248
35238;Rue de l Angoumois (angle boulevard d Anjou);Aérien;Public;Sans;;20080226;VE;-1.71374683212511;48.1189881550835
35238;45 rue de Brest;Aérien;Public;Sans;Enrobé;20100203;VE;-1.69788163933424;48.1136974770265
35238;Face au n° 10 rue Albert Camus;Enterré;Public;Sans;Métal;20091222;MM;-1.65870176713959;48.1260323246678
35024;PLACE DE LA GARE;Aérien;Public;;;20090727;VE;-1.63501699254857;48.1805771523392
35238;Boulevard Jacques Cartier (angle rue Le Guen de Kérangal);Aérien;Public;Sans;Enrobé;20080108;VE;-1.6851032008821;48.0968291257238
35238;Square de Normandie (angle rue de Picardie);Aérien;Public;Sans;;20080226;VE;-1.71046869887282;48.1232101994468
